0.000427,15,14,
0.000418,15,14,
0.000622,18,15,
0.00065,18,15,
0.000418,15,13,
0.000439,15,13,
0.000376,17,13,
0.000505,19,17,
0.000693,38,22,
0.000532,19,17,
0.000695,38,22,
0.000342,15,13,
0.000469,18,17,
0.000733,38,24,
0.000472,18,17,
0.000739,38,24,
0.000301,14,11,
0.000419,17,15,
0.000688,37,22,
0.00049,17,15,
0.000718,37,22,
0.001102,31,26,
0.001071,31,26,
0.001129,24,20,
0.000681,23,20,
0.000679,23,20,
0.000361,17,14,
0.000358,17,14,
0.000376,17,14,
0.000371,17,14,
0.000363,17,14,
0.000361,17,14,
0.001319,35,31,
0.001316,35,31,
0.000335,18,13,
0.00033,18,13,
0.000979,30,26,
0.001005,30,26,
0.000329,13,13,
0.000326,13,13,
0.001354,36,34,
0.00384,39,37,
0.004977,56,53,
0.007594,82,68,
0.00808,87,71,
0.008527,90,74,
0.01058,107,90,
0.014772,133,105,
0.015581,138,108,
0.015912,141,111,
0.018931,158,127,
0.024046,184,142,
0.024942,189,145,
0.146556,192,148,
0.029869,209,164,
0.03647,235,179,
0.037707,240,182,
0.037456,240,182,
0.026144,193,148,
0.017668,142,111,
0.010023,91,74,
0.00584,40,37,
0.001035,28,26,
0.002515,31,29,
0.003497,48,45,
0.005982,74,60,
0.00641,79,63,
0.006722,82,66,
0.008725,99,82,
0.012737,125,97,
0.013264,130,100,
0.013381,130,100,
0.007431,83,66,
0.003598,32,29,
0.001725,34,32,
0.006111,37,35,
0.007247,54,51,
0.00995,80,66,
0.01038,85,69,
0.010901,88,72,
0.01295,105,88,
0.017251,131,103,
0.018247,136,106,
0.017931,136,106,
0.019485,139,108,
0.019514,139,108,
0.019475,137,107,
0.019793,137,107,
0.020293,136,106,
0.020398,136,106,
0.028064,196,138,
0.0281,196,138,
0.013221,89,72,
0.009146,38,35,
0.001197,32,32,
0.004124,35,35,
0.005144,52,51,
0.008172,78,66,
0.008245,83,69,
0.008683,86,72,
0.010607,103,88,
0.014467,129,103,
0.015173,134,106,
0.016629,137,109,
0.01852,154,125,
0.024095,180,140,
0.024811,185,143,
0.025529,188,146,
0.163062,205,162,
0.036361,231,177,
0.037323,236,180,
0.026167,189,146,
0.016854,138,109,
0.010261,87,72,
0.006265,36,35,
0.000893999999999,24,24,
0.00214,27,27,
0.003091,44,43,
0.005387,70,58,
0.0058,75,61,
0.006153,78,64,
0.008048,95,80,
0.012427,121,95,
0.012413,126,98,
0.00666,79,64,
0.00299,28,27,
0.001548,30,30,
0.00572,33,33,
0.006923,50,49,
0.009659,76,64,
0.009853,81,67,
0.010305,84,70,
0.012239,101,86,
0.016433,127,101,
0.01711,132,104,
0.018815,135,106,
0.019236,133,105,
0.018612,133,105,
0.012207,85,70,
0.008318,34,33,
0.000969000000005,28,27,
0.003031,31,30,
0.004006,48,46,
0.006443,74,61,
0.006823,79,64,
0.00717400000001,82,67,
0.009264,99,83,
0.013187,125,98,
0.013644,130,101,
0.014183,133,104,
0.017019,150,120,
0.022676,176,135,
0.023244,181,138,
0.024679,184,141,
0.036321,201,157,
0.034709,227,172,
0.035758,232,175,
0.024335,185,141,
0.015077,134,104,
0.00849,83,67,
0.004652,32,30,
0.000827999999998,25,24,
0.002135,28,27,
0.00308500000001,45,43,
0.005449,71,58,
0.00584199999999,76,61,
0.006182,79,64,
0.008121,96,80,
0.012568,122,95,
0.012497,127,98,
0.00664399999999,80,64,
0.002903,29,27,
0.001629,31,30,
0.00672000000001,34,33,
0.007822,51,49,
0.010702,77,64,
0.010895,82,67,
0.011248,85,70,
0.013298,102,86,
0.017403,128,101,
0.018082,133,104,
0.020334,136,106,
0.020665,134,105,
0.019922,134,105,
0.01349,86,70,
0.009655,35,33,
