0.000207,0,0,
0.000207,0,0,
0.000243,1,2,
0.000382,7,7,
0.000913,23,16,
0.001069,33,17,
0.000237,1,2,
0.000759,26,15,
0.001228,47,23,
0.00139,47,25,
0.001316,46,23,
0.001949,39,28,
0.001399,33,23,
0.000252,1,2,
0.000798,28,16,
0.000863,27,17,
0.000863,27,17,
0.002626,45,34,
0.000381,2,4,
0.000234,1,2,
0.000425,8,8,
0.000793,26,15,
0.00018,0,0,
0.001774,40,29,
0.000585,11,13,
0.000743,21,15,
0.000304,3,5,
0.000307,3,5,
0.000406,6,8,
0.000682,16,15,
0.000306,3,5,
0.072888,247,208,
0.000235,1,2,
0.213695,285,243,
0.000324,4,6,
0.000691,16,15,
0.000183,0,0,
0.000183,0,0,
0.000181,0,0,
0.000182,0,0,
0.000205,0,0,
0.00031,3,5,
0.509282,765,575,
0.000241,1,2,
0.154578,477,340,
0.000265,2,3,
0.381466,551,390,
0.000239,1,2,
2.065673,1573,1051,
0.000268,1,2,
0.58834,943,656,
0.000243999999999,1,2,
0.241121,530,369,
0.000242999999999,1,2,
0.708043,1245,854,
0.000214,1,2,
0.001639,23,31,
0.000157,0,0,
0.068778,270,204,
0.000158000000001,0,0,
3.845166,2608,1673,
0.000158000000001,0,0,
1.747531,1523,977,
0.000157999999999,0,0,
7.813001,4168,2575,
0.000159,0,0,
3.807307,2501,1630,
0.000181000000001,0,0,
1.348689,1342,855,
0.000172999999997,0,0,
6.174907,3583,2268,
0.000152999999997,0,0,
3.435999,2467,1538,
0.000155999999997,0,0,
1.423198,1359,858,
0.000158999999996,0,0,
6.435931,3870,2458,
0.000373000000003,4,7,
4.066421,2554,1782,
0.000383999999997,6,9,
3.150453,2085,1659,
0.000180999999998,0,0,
0.000303000000002,4,5,
0.000159999999994,0,0,
0.00750599999999,86,72,
0.000293999999997,3,5,
0.035325,196,171,
0.000181999999995,0,0,
0.000422,15,10,
0.000247000000002,0,0,
0.000740000000008,17,14,
0.000223000000005,0,0,
0.000753000000003,19,18,
0.001346,2,3,
0.017416,145,115,
0.000253999999998,2,3,
0.28104,684,466,
0.000310999999996,3,5,
0.02447,165,138,
0.000265999999996,2,3,
0.057459,224,174,
0.000264999999999,2,3,
4.348491,2470,1719,
0.000309999999999,3,5,
0.048255,248,203,
0.000405999999998,7,8,
0.000425000000007,7,8,
0.000462999999996,6,10,
0.01375,237,133,
0.000225999999998,1,2,
0.000349999999997,3,6,
0.000312000000008,3,5,
0.000495999999998,8,11,
0.000237999999996,1,2,
0.116616,439,323,
0.000229999999988,1,2,
0.068353,288,209,
0.000354999999999,8,7,
0.997178,1380,743,
0.00053299999999,11,12,
1.226332,1043,610,
0.000438000000003,10,10,
3.063641,1981,1109,
0.000275999999999,2,4,
0.382715,701,546,
0.00026299999999,2,4,
0.518275,701,546,
0.000263000000004,2,4,
0.279239,504,414,
0.000261999999992,2,4,
0.259491,504,414,
0.00051599999999,10,12,
0.570867,878,568,
0.000557000000001,11,14,
0.917652,954,712,
0.000164000000012,0,0,
0.000275999999999,7,5,
0.003304,116,58,
0.000162000000003,0,0,
0.000156000000004,0,0,
0.000359999999986,4,8,
0.000230000000002,4,3,
0.290082,968,658,
0.000416999999999,18,11,
0.10674,555,417,
0.000439999999998,10,10,
0.059923,303,245,
0.00047099999999,13,11,
0.031014,245,203,
0.000220999999996,0,0,
0.000238999999993,0,0,
0.000270999999998,2,3,
0.711777,961,634,
0.000182000000009,0,0,
0.016723,227,141,
