infer,0.000377
foldmap_annots,4e-06
state,1.00000000003e-06
smap,1.00000000003e-06
infer,0.000306
constraints,1.99999999995e-06
foldmap_annots,6.00000000001e-06
state,0.
smap,2e-06
infer,0.000335
constraints,1.99999999989e-06
foldmap_annots,9.99999999984e-06
state,5.99999999995e-06
smap,9.99999999918e-07
infer,0.000525
constraints,1.40000000003e-05
foldmap_annots,3.30000000002e-05
state,1.89999999999e-05
smap,5.00000000014e-06
infer,0.001012
constraints,5.30000000001e-05
foldmap_annots,7.90000000001e-05
state,1.89999999999e-05
smap,4.99999999998e-06
infer,0.001334
constraints,7.40000000003e-05
foldmap_annots,7.7e-05
state,2e-06
smap,1.00000000003e-06
infer,0.000408
constraints,9.00000000015e-06
foldmap_annots,1.29999999999e-05
state,1.4e-05
smap,2.00000000006e-06
infer,0.001198
constraints,4.99999999998e-05
foldmap_annots,7.4e-05
state,2.29999999998e-05
smap,9.99999999973e-07
infer,0.00166
constraints,8.20000000004e-05
foldmap_annots,0.000117
state,1.80000000002e-05
smap,1.00000000003e-06
infer,0.001596
constraints,8.39999999996e-05
foldmap_annots,0.000119999999999
state,1.2e-05
smap,1.00000000014e-06
infer,0.001543
constraints,7.70000000002e-05
foldmap_annots,0.000107
state,3.10000000001e-05
smap,3.0000000002e-06
infer,0.001382
constraints,6.10000000008e-05
foldmap_annots,0.000131
state,2.90000000001e-05
smap,5.99999999995e-06
infer,0.001248
constraints,6.5e-05
foldmap_annots,9.80000000005e-05
smap,2.00000000006e-06
infer,0.000647
constraints,3.50000000002e-05
foldmap_annots,3.59999999999e-05
state,1.19999999996e-05
smap,1.99999999984e-06
infer,0.001081
constraints,5.50000000006e-05
foldmap_annots,7.69999999999e-05
state,2.1e-05
smap,4e-06
infer,0.000885
constraints,4.69999999997e-05
foldmap_annots,6.90000000007e-05
state,2.20000000001e-05
smap,9.99999999918e-07
infer,0.000904
constraints,3.89999999997e-05
foldmap_annots,6.80000000008e-05
state,3.70000000002e-05
smap,6.00000000006e-06
infer,0.001944
constraints,0.000113999999999
foldmap_annots,0.000126
state,9.99999999918e-07
smap,3.00000000009e-06
infer,0.000391
constraints,8.99999999981e-06
foldmap_annots,1.69999999999e-05
state,9.99999999918e-07
smap,1.00000000003e-06
infer,0.000352
constraints,6.99999999976e-06
foldmap_annots,1.00000000001e-05
state,8.99999999993e-06
smap,2.00000000006e-06
infer,0.000683
constraints,2.70000000001e-05
foldmap_annots,3.99999999999e-05
state,1.59999999996e-05
smap,1.99999999995e-06
infer,0.001089
constraints,5.09999999999e-05
foldmap_annots,8.29999999999e-05
smap,2.00000000006e-06
infer,0.00025
foldmap_annots,6.00000000006e-06
state,4.10000000001e-05
smap,7.9999999999e-06
infer,0.00144
constraints,8.6e-05
foldmap_annots,0.00013
state,1.40000000001e-05
smap,1.99999999995e-06
infer,0.000725
constraints,3.59999999996e-05
foldmap_annots,5.40000000001e-05
state,1.1e-05
smap,6.99999999998e-06
infer,0.000809
constraints,3.8e-05
foldmap_annots,5.9e-05
state,6.99999999987e-06
smap,6.00000000006e-06
infer,0.000395
constraints,1.2e-05
foldmap_annots,1.6e-05
state,2.99999999998e-06
smap,2.99999999998e-06
infer,0.000398
constraints,1.3e-05
foldmap_annots,1.90000000002e-05
state,2.99999999998e-06
smap,3.00000000009e-06
infer,0.000481
